Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T01:00+02:00;2025-05-23T02:00+02:00;2025-05-23;01:00;02:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T02:00+02:00;2025-05-23T03:00+02:00;2025-05-23;02:00;03:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T03:00+02:00;2025-05-23T04:00+02:00;2025-05-23;03:00;04:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T04:00+02:00;2025-05-23T05:00+02:00;2025-05-23;04:00;05:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T05:00+02:00;2025-05-23T06:00+02:00;2025-05-23;05:00;06:00;1;3
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T06:00+02:00;2025-05-23T07:00+02:00;2025-05-23;06:00;07:00;1;21
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T07:00+02:00;2025-05-23T08:00+02:00;2025-05-23;07:00;08:00;1;68
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T08:00+02:00;2025-05-23T09:00+02:00;2025-05-23;08:00;09:00;1;71
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T09:00+02:00;2025-05-23T10:00+02:00;2025-05-23;09:00;10:00;1;28
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T10:00+02:00;2025-05-23T11:00+02:00;2025-05-23;10:00;11:00;1;11
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T11:00+02:00;2025-05-23T12:00+02:00;2025-05-23;11:00;12:00;1;13
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T12:00+02:00;2025-05-23T13:00+02:00;2025-05-23;12:00;13:00;1;20
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T13:00+02:00;2025-05-23T14:00+02:00;2025-05-23;13:00;14:00;1;20
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T14:00+02:00;2025-05-23T15:00+02:00;2025-05-23;14:00;15:00;1;60
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T15:00+02:00;2025-05-23T16:00+02:00;2025-05-23;15:00;16:00;1;143
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T16:00+02:00;2025-05-23T17:00+02:00;2025-05-23;16:00;17:00;1;172
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T17:00+02:00;2025-05-23T18:00+02:00;2025-05-23;17:00;18:00;1;90
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T18:00+02:00;2025-05-23T19:00+02:00;2025-05-23;18:00;19:00;1;44
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T19:00+02:00;2025-05-23T20:00+02:00;2025-05-23;19:00;20:00;1;13
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T20:00+02:00;2025-05-23T21:00+02:00;2025-05-23;20:00;21:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T21:00+02:00;2025-05-23T22:00+02:00;2025-05-23;21:00;22:00;1;10
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T22:00+02:00;2025-05-23T23:00+02:00;2025-05-23;22:00;23:00;1;8
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-23T23:00+02:00;2025-05-24T00:00+02:00;2025-05-23;23:00;00:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T00:00+02:00;2025-05-24T01:00+02:00;2025-05-24;00:00;01:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T01:00+02:00;2025-05-24T02:00+02:00;2025-05-24;01:00;02:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T02:00+02:00;2025-05-24T03:00+02:00;2025-05-24;02:00;03:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T03:00+02:00;2025-05-24T04:00+02:00;2025-05-24;03:00;04:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T04:00+02:00;2025-05-24T05:00+02:00;2025-05-24;04:00;05:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T05:00+02:00;2025-05-24T06:00+02:00;2025-05-24;05:00;06:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T06:00+02:00;2025-05-24T07:00+02:00;2025-05-24;06:00;07:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T07:00+02:00;2025-05-24T08:00+02:00;2025-05-24;07:00;08:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T08:00+02:00;2025-05-24T09:00+02:00;2025-05-24;08:00;09:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T09:00+02:00;2025-05-24T10:00+02:00;2025-05-24;09:00;10:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T10:00+02:00;2025-05-24T11:00+02:00;2025-05-24;10:00;11:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T11:00+02:00;2025-05-24T12:00+02:00;2025-05-24;11:00;12:00;1;14
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T12:00+02:00;2025-05-24T13:00+02:00;2025-05-24;12:00;13:00;1;19
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T13:00+02:00;2025-05-24T14:00+02:00;2025-05-24;13:00;14:00;1;24
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T14:00+02:00;2025-05-24T15:00+02:00;2025-05-24;14:00;15:00;1;22
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T15:00+02:00;2025-05-24T16:00+02:00;2025-05-24;15:00;16:00;1;17
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T16:00+02:00;2025-05-24T17:00+02:00;2025-05-24;16:00;17:00;1;29
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T17:00+02:00;2025-05-24T18:00+02:00;2025-05-24;17:00;18:00;1;18
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T18:00+02:00;2025-05-24T19:00+02:00;2025-05-24;18:00;19:00;1;17
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T19:00+02:00;2025-05-24T20:00+02:00;2025-05-24;19:00;20:00;1;3
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T20:00+02:00;2025-05-24T21:00+02:00;2025-05-24;20:00;21:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T21:00+02:00;2025-05-24T22:00+02:00;2025-05-24;21:00;22:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T22:00+02:00;2025-05-24T23:00+02:00;2025-05-24;22:00;23:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-24T23:00+02:00;2025-05-25T00:00+02:00;2025-05-24;23:00;00:00;1;3
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T00:00+02:00;2025-05-25T01:00+02:00;2025-05-25;00:00;01:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T01:00+02:00;2025-05-25T02:00+02:00;2025-05-25;01:00;02:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T02:00+02:00;2025-05-25T03:00+02:00;2025-05-25;02:00;03:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T03:00+02:00;2025-05-25T04:00+02:00;2025-05-25;03:00;04:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T04:00+02:00;2025-05-25T05:00+02:00;2025-05-25;04:00;05:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T05:00+02:00;2025-05-25T06:00+02:00;2025-05-25;05:00;06:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T06:00+02:00;2025-05-25T07:00+02:00;2025-05-25;06:00;07:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T07:00+02:00;2025-05-25T08:00+02:00;2025-05-25;07:00;08:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T08:00+02:00;2025-05-25T09:00+02:00;2025-05-25;08:00;09:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T09:00+02:00;2025-05-25T10:00+02:00;2025-05-25;09:00;10:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T10:00+02:00;2025-05-25T11:00+02:00;2025-05-25;10:00;11:00;1;3
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T11:00+02:00;2025-05-25T12:00+02:00;2025-05-25;11:00;12:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T12:00+02:00;2025-05-25T13:00+02:00;2025-05-25;12:00;13:00;1;3
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T13:00+02:00;2025-05-25T14:00+02:00;2025-05-25;13:00;14:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T14:00+02:00;2025-05-25T15:00+02:00;2025-05-25;14:00;15:00;1;13
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T15:00+02:00;2025-05-25T16:00+02:00;2025-05-25;15:00;16:00;1;7
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T16:00+02:00;2025-05-25T17:00+02:00;2025-05-25;16:00;17:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T17:00+02:00;2025-05-25T18:00+02:00;2025-05-25;17:00;18:00;1;3
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T18:00+02:00;2025-05-25T19:00+02:00;2025-05-25;18:00;19:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T19:00+02:00;2025-05-25T20:00+02:00;2025-05-25;19:00;20:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T20:00+02:00;2025-05-25T21:00+02:00;2025-05-25;20:00;21:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T21:00+02:00;2025-05-25T22:00+02:00;2025-05-25;21:00;22:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T22:00+02:00;2025-05-25T23:00+02:00;2025-05-25;22:00;23:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-25T23:00+02:00;2025-05-26T00:00+02:00;2025-05-25;23:00;00:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T00:00+02:00;2025-05-26T01:00+02:00;2025-05-26;00:00;01:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T01:00+02:00;2025-05-26T02:00+02:00;2025-05-26;01:00;02:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T02:00+02:00;2025-05-26T03:00+02:00;2025-05-26;02:00;03:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T03:00+02:00;2025-05-26T04:00+02:00;2025-05-26;03:00;04:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T04:00+02:00;2025-05-26T05:00+02:00;2025-05-26;04:00;05:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T05:00+02:00;2025-05-26T06:00+02:00;2025-05-26;05:00;06:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T06:00+02:00;2025-05-26T07:00+02:00;2025-05-26;06:00;07:00;1;30
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T07:00+02:00;2025-05-26T08:00+02:00;2025-05-26;07:00;08:00;1;119
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T08:00+02:00;2025-05-26T09:00+02:00;2025-05-26;08:00;09:00;1;171
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T09:00+02:00;2025-05-26T10:00+02:00;2025-05-26;09:00;10:00;1;47
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T10:00+02:00;2025-05-26T11:00+02:00;2025-05-26;10:00;11:00;1;21
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T11:00+02:00;2025-05-26T12:00+02:00;2025-05-26;11:00;12:00;1;29
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T12:00+02:00;2025-05-26T13:00+02:00;2025-05-26;12:00;13:00;1;20
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T13:00+02:00;2025-05-26T14:00+02:00;2025-05-26;13:00;14:00;1;29
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T14:00+02:00;2025-05-26T15:00+02:00;2025-05-26;14:00;15:00;1;42
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T15:00+02:00;2025-05-26T16:00+02:00;2025-05-26;15:00;16:00;1;204
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T16:00+02:00;2025-05-26T17:00+02:00;2025-05-26;16:00;17:00;1;378
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T17:00+02:00;2025-05-26T18:00+02:00;2025-05-26;17:00;18:00;1;218
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T18:00+02:00;2025-05-26T19:00+02:00;2025-05-26;18:00;19:00;1;87
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T19:00+02:00;2025-05-26T20:00+02:00;2025-05-26;19:00;20:00;1;57
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T20:00+02:00;2025-05-26T21:00+02:00;2025-05-26;20:00;21:00;1;25
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T21:00+02:00;2025-05-26T22:00+02:00;2025-05-26;21:00;22:00;1;18
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T22:00+02:00;2025-05-26T23:00+02:00;2025-05-26;22:00;23:00;1;8
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-26T23:00+02:00;2025-05-27T00:00+02:00;2025-05-26;23:00;00:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T00:00+02:00;2025-05-27T01:00+02:00;2025-05-27;00:00;01:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T01:00+02:00;2025-05-27T02:00+02:00;2025-05-27;01:00;02:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T02:00+02:00;2025-05-27T03:00+02:00;2025-05-27;02:00;03:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T03:00+02:00;2025-05-27T04:00+02:00;2025-05-27;03:00;04:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T04:00+02:00;2025-05-27T05:00+02:00;2025-05-27;04:00;05:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T05:00+02:00;2025-05-27T06:00+02:00;2025-05-27;05:00;06:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T06:00+02:00;2025-05-27T07:00+02:00;2025-05-27;06:00;07:00;1;26
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T07:00+02:00;2025-05-27T08:00+02:00;2025-05-27;07:00;08:00;1;105
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T08:00+02:00;2025-05-27T09:00+02:00;2025-05-27;08:00;09:00;1;112
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T09:00+02:00;2025-05-27T10:00+02:00;2025-05-27;09:00;10:00;1;32
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T10:00+02:00;2025-05-27T11:00+02:00;2025-05-27;10:00;11:00;1;11
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T11:00+02:00;2025-05-27T12:00+02:00;2025-05-27;11:00;12:00;1;5
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T12:00+02:00;2025-05-27T13:00+02:00;2025-05-27;12:00;13:00;1;8
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T13:00+02:00;2025-05-27T14:00+02:00;2025-05-27;13:00;14:00;1;10
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T14:00+02:00;2025-05-27T15:00+02:00;2025-05-27;14:00;15:00;1;27
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T15:00+02:00;2025-05-27T16:00+02:00;2025-05-27;15:00;16:00;1;114
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T16:00+02:00;2025-05-27T17:00+02:00;2025-05-27;16:00;17:00;1;226
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T17:00+02:00;2025-05-27T18:00+02:00;2025-05-27;17:00;18:00;1;120
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T18:00+02:00;2025-05-27T19:00+02:00;2025-05-27;18:00;19:00;1;53
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T19:00+02:00;2025-05-27T20:00+02:00;2025-05-27;19:00;20:00;1;27
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T20:00+02:00;2025-05-27T21:00+02:00;2025-05-27;20:00;21:00;1;15
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T21:00+02:00;2025-05-27T22:00+02:00;2025-05-27;21:00;22:00;1;16
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T22:00+02:00;2025-05-27T23:00+02:00;2025-05-27;22:00;23:00;1;5
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-27T23:00+02:00;2025-05-28T00:00+02:00;2025-05-27;23:00;00:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T00:00+02:00;2025-05-28T01:00+02:00;2025-05-28;00:00;01:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T01:00+02:00;2025-05-28T02:00+02:00;2025-05-28;01:00;02:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T02:00+02:00;2025-05-28T03:00+02:00;2025-05-28;02:00;03:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T03:00+02:00;2025-05-28T04:00+02:00;2025-05-28;03:00;04:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T04:00+02:00;2025-05-28T05:00+02:00;2025-05-28;04:00;05:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T05:00+02:00;2025-05-28T06:00+02:00;2025-05-28;05:00;06:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T06:00+02:00;2025-05-28T07:00+02:00;2025-05-28;06:00;07:00;1;36
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T07:00+02:00;2025-05-28T08:00+02:00;2025-05-28;07:00;08:00;1;135
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T08:00+02:00;2025-05-28T09:00+02:00;2025-05-28;08:00;09:00;1;149
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T09:00+02:00;2025-05-28T10:00+02:00;2025-05-28;09:00;10:00;1;44
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T10:00+02:00;2025-05-28T11:00+02:00;2025-05-28;10:00;11:00;1;34
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T11:00+02:00;2025-05-28T12:00+02:00;2025-05-28;11:00;12:00;1;35
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T12:00+02:00;2025-05-28T13:00+02:00;2025-05-28;12:00;13:00;1;38
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T13:00+02:00;2025-05-28T14:00+02:00;2025-05-28;13:00;14:00;1;39
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T14:00+02:00;2025-05-28T15:00+02:00;2025-05-28;14:00;15:00;1;69
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T15:00+02:00;2025-05-28T16:00+02:00;2025-05-28;15:00;16:00;1;240
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T16:00+02:00;2025-05-28T17:00+02:00;2025-05-28;16:00;17:00;1;361
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T17:00+02:00;2025-05-28T18:00+02:00;2025-05-28;17:00;18:00;1;167
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T18:00+02:00;2025-05-28T19:00+02:00;2025-05-28;18:00;19:00;1;79
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T19:00+02:00;2025-05-28T20:00+02:00;2025-05-28;19:00;20:00;1;34
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T20:00+02:00;2025-05-28T21:00+02:00;2025-05-28;20:00;21:00;1;23
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T21:00+02:00;2025-05-28T22:00+02:00;2025-05-28;21:00;22:00;1;24
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T22:00+02:00;2025-05-28T23:00+02:00;2025-05-28;22:00;23:00;1;11
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-28T23:00+02:00;2025-05-29T00:00+02:00;2025-05-28;23:00;00:00;1;7
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T00:00+02:00;2025-05-29T01:00+02:00;2025-05-29;00:00;01:00;1;3
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T01:00+02:00;2025-05-29T02:00+02:00;2025-05-29;01:00;02:00;1;3
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T02:00+02:00;2025-05-29T03:00+02:00;2025-05-29;02:00;03:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T03:00+02:00;2025-05-29T04:00+02:00;2025-05-29;03:00;04:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T04:00+02:00;2025-05-29T05:00+02:00;2025-05-29;04:00;05:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T05:00+02:00;2025-05-29T06:00+02:00;2025-05-29;05:00;06:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T06:00+02:00;2025-05-29T07:00+02:00;2025-05-29;06:00;07:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T07:00+02:00;2025-05-29T08:00+02:00;2025-05-29;07:00;08:00;1;14
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T08:00+02:00;2025-05-29T09:00+02:00;2025-05-29;08:00;09:00;1;13
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T09:00+02:00;2025-05-29T10:00+02:00;2025-05-29;09:00;10:00;1;34
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T10:00+02:00;2025-05-29T11:00+02:00;2025-05-29;10:00;11:00;1;40
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T11:00+02:00;2025-05-29T12:00+02:00;2025-05-29;11:00;12:00;1;66
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T12:00+02:00;2025-05-29T13:00+02:00;2025-05-29;12:00;13:00;1;90
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T13:00+02:00;2025-05-29T14:00+02:00;2025-05-29;13:00;14:00;1;76
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T14:00+02:00;2025-05-29T15:00+02:00;2025-05-29;14:00;15:00;1;96
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T15:00+02:00;2025-05-29T16:00+02:00;2025-05-29;15:00;16:00;1;82
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T16:00+02:00;2025-05-29T17:00+02:00;2025-05-29;16:00;17:00;1;42
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T17:00+02:00;2025-05-29T18:00+02:00;2025-05-29;17:00;18:00;1;26
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T18:00+02:00;2025-05-29T19:00+02:00;2025-05-29;18:00;19:00;1;30
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T19:00+02:00;2025-05-29T20:00+02:00;2025-05-29;19:00;20:00;1;19
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T20:00+02:00;2025-05-29T21:00+02:00;2025-05-29;20:00;21:00;1;10
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T21:00+02:00;2025-05-29T22:00+02:00;2025-05-29;21:00;22:00;1;10
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T22:00+02:00;2025-05-29T23:00+02:00;2025-05-29;22:00;23:00;1;5
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-29T23:00+02:00;2025-05-30T00:00+02:00;2025-05-29;23:00;00:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-30T00:00+02:00;2025-05-30T01:00+02:00;2025-05-30;00:00;01:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-30T01:00+02:00;2025-05-30T02:00+02:00;2025-05-30;01:00;02:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-30T02:00+02:00;2025-05-30T03:00+02:00;2025-05-30;02:00;03:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-30T03:00+02:00;2025-05-30T04:00+02:00;2025-05-30;03:00;04:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-30T04:00+02:00;2025-05-30T05:00+02:00;2025-05-30;04:00;05:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-30T05:00+02:00;2025-05-30T06:00+02:00;2025-05-30;05:00;06:00;1;3
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-30T06:00+02:00;2025-05-30T07:00+02:00;2025-05-30;06:00;07:00;1;9
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-30T07:00+02:00;2025-05-30T08:00+02:00;2025-05-30;07:00;08:00;1;26
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-30T08:00+02:00;2025-05-30T09:00+02:00;2025-05-30;08:00;09:00;1;52
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-30T09:00+02:00;2025-05-30T10:00+02:00;2025-05-30;09:00;10:00;1;28
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-30T10:00+02:00;2025-05-30T11:00+02:00;2025-05-30;10:00;11:00;1;14
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-30T11:00+02:00;2025-05-30T12:00+02:00;2025-05-30;11:00;12:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-05-30T12:00+02:00;2025-05-30T13:00+02:00;2025-05-30;12:00;13:00;1;21
