Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-07T22:00+02:00;2025-09-07T23:00+02:00;2025-09-07;22:00;23:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-07T23:00+02:00;2025-09-08T00:00+02:00;2025-09-07;23:00;00:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T00:00+02:00;2025-09-08T01:00+02:00;2025-09-08;00:00;01:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T01:00+02:00;2025-09-08T02:00+02:00;2025-09-08;01:00;02:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T02:00+02:00;2025-09-08T03:00+02:00;2025-09-08;02:00;03:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T03:00+02:00;2025-09-08T04:00+02:00;2025-09-08;03:00;04:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T04:00+02:00;2025-09-08T05:00+02:00;2025-09-08;04:00;05:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T05:00+02:00;2025-09-08T06:00+02:00;2025-09-08;05:00;06:00;1;7
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T06:00+02:00;2025-09-08T07:00+02:00;2025-09-08;06:00;07:00;1;38
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T07:00+02:00;2025-09-08T08:00+02:00;2025-09-08;07:00;08:00;1;131
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T08:00+02:00;2025-09-08T09:00+02:00;2025-09-08;08:00;09:00;1;170
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T09:00+02:00;2025-09-08T10:00+02:00;2025-09-08;09:00;10:00;1;49
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T10:00+02:00;2025-09-08T11:00+02:00;2025-09-08;10:00;11:00;1;28
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T11:00+02:00;2025-09-08T12:00+02:00;2025-09-08;11:00;12:00;1;30
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T12:00+02:00;2025-09-08T13:00+02:00;2025-09-08;12:00;13:00;1;25
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T13:00+02:00;2025-09-08T14:00+02:00;2025-09-08;13:00;14:00;1;39
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T14:00+02:00;2025-09-08T15:00+02:00;2025-09-08;14:00;15:00;1;70
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T15:00+02:00;2025-09-08T16:00+02:00;2025-09-08;15:00;16:00;1;251
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T16:00+02:00;2025-09-08T17:00+02:00;2025-09-08;16:00;17:00;1;406
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T17:00+02:00;2025-09-08T18:00+02:00;2025-09-08;17:00;18:00;1;220
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T18:00+02:00;2025-09-08T19:00+02:00;2025-09-08;18:00;19:00;1;89
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T19:00+02:00;2025-09-08T20:00+02:00;2025-09-08;19:00;20:00;1;40
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T20:00+02:00;2025-09-08T21:00+02:00;2025-09-08;20:00;21:00;1;20
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T21:00+02:00;2025-09-08T22:00+02:00;2025-09-08;21:00;22:00;1;13
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T22:00+02:00;2025-09-08T23:00+02:00;2025-09-08;22:00;23:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-08T23:00+02:00;2025-09-09T00:00+02:00;2025-09-08;23:00;00:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T00:00+02:00;2025-09-09T01:00+02:00;2025-09-09;00:00;01:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T01:00+02:00;2025-09-09T02:00+02:00;2025-09-09;01:00;02:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T02:00+02:00;2025-09-09T03:00+02:00;2025-09-09;02:00;03:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T03:00+02:00;2025-09-09T04:00+02:00;2025-09-09;03:00;04:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T04:00+02:00;2025-09-09T05:00+02:00;2025-09-09;04:00;05:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T05:00+02:00;2025-09-09T06:00+02:00;2025-09-09;05:00;06:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T06:00+02:00;2025-09-09T07:00+02:00;2025-09-09;06:00;07:00;1;33
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T07:00+02:00;2025-09-09T08:00+02:00;2025-09-09;07:00;08:00;1;153
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T08:00+02:00;2025-09-09T09:00+02:00;2025-09-09;08:00;09:00;1;133
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T09:00+02:00;2025-09-09T10:00+02:00;2025-09-09;09:00;10:00;1;54
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T10:00+02:00;2025-09-09T11:00+02:00;2025-09-09;10:00;11:00;1;22
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T11:00+02:00;2025-09-09T12:00+02:00;2025-09-09;11:00;12:00;1;23
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T12:00+02:00;2025-09-09T13:00+02:00;2025-09-09;12:00;13:00;1;24
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T13:00+02:00;2025-09-09T14:00+02:00;2025-09-09;13:00;14:00;1;24
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T14:00+02:00;2025-09-09T15:00+02:00;2025-09-09;14:00;15:00;1;77
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T15:00+02:00;2025-09-09T16:00+02:00;2025-09-09;15:00;16:00;1;225
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T16:00+02:00;2025-09-09T17:00+02:00;2025-09-09;16:00;17:00;1;301
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T17:00+02:00;2025-09-09T18:00+02:00;2025-09-09;17:00;18:00;1;182
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T18:00+02:00;2025-09-09T19:00+02:00;2025-09-09;18:00;19:00;1;78
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T19:00+02:00;2025-09-09T20:00+02:00;2025-09-09;19:00;20:00;1;30
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T20:00+02:00;2025-09-09T21:00+02:00;2025-09-09;20:00;21:00;1;28
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T21:00+02:00;2025-09-09T22:00+02:00;2025-09-09;21:00;22:00;1;18
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T22:00+02:00;2025-09-09T23:00+02:00;2025-09-09;22:00;23:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-09T23:00+02:00;2025-09-10T00:00+02:00;2025-09-09;23:00;00:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T00:00+02:00;2025-09-10T01:00+02:00;2025-09-10;00:00;01:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T01:00+02:00;2025-09-10T02:00+02:00;2025-09-10;01:00;02:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T02:00+02:00;2025-09-10T03:00+02:00;2025-09-10;02:00;03:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T03:00+02:00;2025-09-10T04:00+02:00;2025-09-10;03:00;04:00;1;2
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T04:00+02:00;2025-09-10T05:00+02:00;2025-09-10;04:00;05:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T05:00+02:00;2025-09-10T06:00+02:00;2025-09-10;05:00;06:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T06:00+02:00;2025-09-10T07:00+02:00;2025-09-10;06:00;07:00;1;36
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T07:00+02:00;2025-09-10T08:00+02:00;2025-09-10;07:00;08:00;1;149
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T08:00+02:00;2025-09-10T09:00+02:00;2025-09-10;08:00;09:00;1;157
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T09:00+02:00;2025-09-10T10:00+02:00;2025-09-10;09:00;10:00;1;58
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T10:00+02:00;2025-09-10T11:00+02:00;2025-09-10;10:00;11:00;1;29
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T11:00+02:00;2025-09-10T12:00+02:00;2025-09-10;11:00;12:00;1;23
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T12:00+02:00;2025-09-10T13:00+02:00;2025-09-10;12:00;13:00;1;26
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T13:00+02:00;2025-09-10T14:00+02:00;2025-09-10;13:00;14:00;1;32
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T14:00+02:00;2025-09-10T15:00+02:00;2025-09-10;14:00;15:00;1;71
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T15:00+02:00;2025-09-10T16:00+02:00;2025-09-10;15:00;16:00;1;236
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T16:00+02:00;2025-09-10T17:00+02:00;2025-09-10;16:00;17:00;1;342
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T17:00+02:00;2025-09-10T18:00+02:00;2025-09-10;17:00;18:00;1;206
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T18:00+02:00;2025-09-10T19:00+02:00;2025-09-10;18:00;19:00;1;70
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T19:00+02:00;2025-09-10T20:00+02:00;2025-09-10;19:00;20:00;1;53
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T20:00+02:00;2025-09-10T21:00+02:00;2025-09-10;20:00;21:00;1;19
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T21:00+02:00;2025-09-10T22:00+02:00;2025-09-10;21:00;22:00;1;22
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T22:00+02:00;2025-09-10T23:00+02:00;2025-09-10;22:00;23:00;1;5
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-10T23:00+02:00;2025-09-11T00:00+02:00;2025-09-10;23:00;00:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T00:00+02:00;2025-09-11T01:00+02:00;2025-09-11;00:00;01:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T01:00+02:00;2025-09-11T02:00+02:00;2025-09-11;01:00;02:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T02:00+02:00;2025-09-11T03:00+02:00;2025-09-11;02:00;03:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T03:00+02:00;2025-09-11T04:00+02:00;2025-09-11;03:00;04:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T04:00+02:00;2025-09-11T05:00+02:00;2025-09-11;04:00;05:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T05:00+02:00;2025-09-11T06:00+02:00;2025-09-11;05:00;06:00;1;9
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T06:00+02:00;2025-09-11T07:00+02:00;2025-09-11;06:00;07:00;1;19
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T07:00+02:00;2025-09-11T08:00+02:00;2025-09-11;07:00;08:00;1;79
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T08:00+02:00;2025-09-11T09:00+02:00;2025-09-11;08:00;09:00;1;91
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T09:00+02:00;2025-09-11T10:00+02:00;2025-09-11;09:00;10:00;1;21
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T10:00+02:00;2025-09-11T11:00+02:00;2025-09-11;10:00;11:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T11:00+02:00;2025-09-11T12:00+02:00;2025-09-11;11:00;12:00;1;8
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T12:00+02:00;2025-09-11T13:00+02:00;2025-09-11;12:00;13:00;1;8
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T13:00+02:00;2025-09-11T14:00+02:00;2025-09-11;13:00;14:00;1;14
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T14:00+02:00;2025-09-11T15:00+02:00;2025-09-11;14:00;15:00;1;23
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T15:00+02:00;2025-09-11T16:00+02:00;2025-09-11;15:00;16:00;1;116
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T16:00+02:00;2025-09-11T17:00+02:00;2025-09-11;16:00;17:00;1;164
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T17:00+02:00;2025-09-11T18:00+02:00;2025-09-11;17:00;18:00;1;73
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T18:00+02:00;2025-09-11T19:00+02:00;2025-09-11;18:00;19:00;1;35
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T19:00+02:00;2025-09-11T20:00+02:00;2025-09-11;19:00;20:00;1;20
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T20:00+02:00;2025-09-11T21:00+02:00;2025-09-11;20:00;21:00;1;15
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T21:00+02:00;2025-09-11T22:00+02:00;2025-09-11;21:00;22:00;1;5
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T22:00+02:00;2025-09-11T23:00+02:00;2025-09-11;22:00;23:00;1;5
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-11T23:00+02:00;2025-09-12T00:00+02:00;2025-09-11;23:00;00:00;1;3
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T00:00+02:00;2025-09-12T01:00+02:00;2025-09-12;00:00;01:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T01:00+02:00;2025-09-12T02:00+02:00;2025-09-12;01:00;02:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T02:00+02:00;2025-09-12T03:00+02:00;2025-09-12;02:00;03:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T03:00+02:00;2025-09-12T04:00+02:00;2025-09-12;03:00;04:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T04:00+02:00;2025-09-12T05:00+02:00;2025-09-12;04:00;05:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T05:00+02:00;2025-09-12T06:00+02:00;2025-09-12;05:00;06:00;1;7
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T06:00+02:00;2025-09-12T07:00+02:00;2025-09-12;06:00;07:00;1;12
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T07:00+02:00;2025-09-12T08:00+02:00;2025-09-12;07:00;08:00;1;66
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T08:00+02:00;2025-09-12T09:00+02:00;2025-09-12;08:00;09:00;1;82
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T09:00+02:00;2025-09-12T10:00+02:00;2025-09-12;09:00;10:00;1;19
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T10:00+02:00;2025-09-12T11:00+02:00;2025-09-12;10:00;11:00;1;9
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T11:00+02:00;2025-09-12T12:00+02:00;2025-09-12;11:00;12:00;1;11
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T12:00+02:00;2025-09-12T13:00+02:00;2025-09-12;12:00;13:00;1;15
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T13:00+02:00;2025-09-12T14:00+02:00;2025-09-12;13:00;14:00;1;28
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T14:00+02:00;2025-09-12T15:00+02:00;2025-09-12;14:00;15:00;1;55
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T15:00+02:00;2025-09-12T16:00+02:00;2025-09-12;15:00;16:00;1;118
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T16:00+02:00;2025-09-12T17:00+02:00;2025-09-12;16:00;17:00;1;142
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T17:00+02:00;2025-09-12T18:00+02:00;2025-09-12;17:00;18:00;1;81
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T18:00+02:00;2025-09-12T19:00+02:00;2025-09-12;18:00;19:00;1;28
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T19:00+02:00;2025-09-12T20:00+02:00;2025-09-12;19:00;20:00;1;19
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T20:00+02:00;2025-09-12T21:00+02:00;2025-09-12;20:00;21:00;1;7
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T21:00+02:00;2025-09-12T22:00+02:00;2025-09-12;21:00;22:00;1;8
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T22:00+02:00;2025-09-12T23:00+02:00;2025-09-12;22:00;23:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-12T23:00+02:00;2025-09-13T00:00+02:00;2025-09-12;23:00;00:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T00:00+02:00;2025-09-13T01:00+02:00;2025-09-13;00:00;01:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T01:00+02:00;2025-09-13T02:00+02:00;2025-09-13;01:00;02:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T02:00+02:00;2025-09-13T03:00+02:00;2025-09-13;02:00;03:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T03:00+02:00;2025-09-13T04:00+02:00;2025-09-13;03:00;04:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T04:00+02:00;2025-09-13T05:00+02:00;2025-09-13;04:00;05:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T05:00+02:00;2025-09-13T06:00+02:00;2025-09-13;05:00;06:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T06:00+02:00;2025-09-13T07:00+02:00;2025-09-13;06:00;07:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T07:00+02:00;2025-09-13T08:00+02:00;2025-09-13;07:00;08:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T08:00+02:00;2025-09-13T09:00+02:00;2025-09-13;08:00;09:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T09:00+02:00;2025-09-13T10:00+02:00;2025-09-13;09:00;10:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T10:00+02:00;2025-09-13T11:00+02:00;2025-09-13;10:00;11:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T11:00+02:00;2025-09-13T12:00+02:00;2025-09-13;11:00;12:00;1;5
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T12:00+02:00;2025-09-13T13:00+02:00;2025-09-13;12:00;13:00;1;9
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T13:00+02:00;2025-09-13T14:00+02:00;2025-09-13;13:00;14:00;1;14
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T14:00+02:00;2025-09-13T15:00+02:00;2025-09-13;14:00;15:00;1;15
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T15:00+02:00;2025-09-13T16:00+02:00;2025-09-13;15:00;16:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T16:00+02:00;2025-09-13T17:00+02:00;2025-09-13;16:00;17:00;1;7
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T17:00+02:00;2025-09-13T18:00+02:00;2025-09-13;17:00;18:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T18:00+02:00;2025-09-13T19:00+02:00;2025-09-13;18:00;19:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T19:00+02:00;2025-09-13T20:00+02:00;2025-09-13;19:00;20:00;1;4
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T20:00+02:00;2025-09-13T21:00+02:00;2025-09-13;20:00;21:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T21:00+02:00;2025-09-13T22:00+02:00;2025-09-13;21:00;22:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T22:00+02:00;2025-09-13T23:00+02:00;2025-09-13;22:00;23:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-13T23:00+02:00;2025-09-14T00:00+02:00;2025-09-13;23:00;00:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T00:00+02:00;2025-09-14T01:00+02:00;2025-09-14;00:00;01:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T01:00+02:00;2025-09-14T02:00+02:00;2025-09-14;01:00;02:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T02:00+02:00;2025-09-14T03:00+02:00;2025-09-14;02:00;03:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T03:00+02:00;2025-09-14T04:00+02:00;2025-09-14;03:00;04:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T04:00+02:00;2025-09-14T05:00+02:00;2025-09-14;04:00;05:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T05:00+02:00;2025-09-14T06:00+02:00;2025-09-14;05:00;06:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T06:00+02:00;2025-09-14T07:00+02:00;2025-09-14;06:00;07:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T07:00+02:00;2025-09-14T08:00+02:00;2025-09-14;07:00;08:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T08:00+02:00;2025-09-14T09:00+02:00;2025-09-14;08:00;09:00;1;5
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T09:00+02:00;2025-09-14T10:00+02:00;2025-09-14;09:00;10:00;1;9
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T10:00+02:00;2025-09-14T11:00+02:00;2025-09-14;10:00;11:00;1;13
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T11:00+02:00;2025-09-14T12:00+02:00;2025-09-14;11:00;12:00;1;17
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T12:00+02:00;2025-09-14T13:00+02:00;2025-09-14;12:00;13:00;1;14
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T13:00+02:00;2025-09-14T14:00+02:00;2025-09-14;13:00;14:00;1;18
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T14:00+02:00;2025-09-14T15:00+02:00;2025-09-14;14:00;15:00;1;14
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T15:00+02:00;2025-09-14T16:00+02:00;2025-09-14;15:00;16:00;1;11
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T16:00+02:00;2025-09-14T17:00+02:00;2025-09-14;16:00;17:00;1;9
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T17:00+02:00;2025-09-14T18:00+02:00;2025-09-14;17:00;18:00;1;3
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T18:00+02:00;2025-09-14T19:00+02:00;2025-09-14;18:00;19:00;1;7
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T19:00+02:00;2025-09-14T20:00+02:00;2025-09-14;19:00;20:00;1;3
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T20:00+02:00;2025-09-14T21:00+02:00;2025-09-14;20:00;21:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T21:00+02:00;2025-09-14T22:00+02:00;2025-09-14;21:00;22:00;1;3
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T22:00+02:00;2025-09-14T23:00+02:00;2025-09-14;22:00;23:00;1;1
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-14T23:00+02:00;2025-09-15T00:00+02:00;2025-09-14;23:00;00:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-15T00:00+02:00;2025-09-15T01:00+02:00;2025-09-15;00:00;01:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-15T01:00+02:00;2025-09-15T02:00+02:00;2025-09-15;01:00;02:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-15T02:00+02:00;2025-09-15T03:00+02:00;2025-09-15;02:00;03:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-15T03:00+02:00;2025-09-15T04:00+02:00;2025-09-15;03:00;04:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-15T04:00+02:00;2025-09-15T05:00+02:00;2025-09-15;04:00;05:00;1;0
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-15T05:00+02:00;2025-09-15T06:00+02:00;2025-09-15;05:00;06:00;1;6
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-15T06:00+02:00;2025-09-15T07:00+02:00;2025-09-15;06:00;07:00;1;25
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-15T07:00+02:00;2025-09-15T08:00+02:00;2025-09-15;07:00;08:00;1;124
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-15T08:00+02:00;2025-09-15T09:00+02:00;2025-09-15;08:00;09:00;1;148
55912B613537;Lysaker sykkel;EV18 S55D100 m29;2025-09-15T09:00+02:00;2025-09-15T10:00+02:00;2025-09-15;09:00;10:00;1;44
